"Anastatoodera","zapiolai","!","Blanchard","Anastatoodera","zapiolai","","Blanchard","",""
"Eupelmus","pacificus","","Timberlake","Eupelmus","pacificus","","Timberlake","1926","1926"
"Eupelmus","pallicornis","","Gijswijt","Eupelmus","pallicornis","","Gijswijt","1993","1993"
"Eupelmus","pallidipes","","Howard","Eupelmus","pallidipes","","Howard","1897","1897"
"Eupelmus","paraleucothrix","","Perkins","Eupelmus","paraleucothrix","","Perkins","1910","1910"
"Eupelmus","parasthenes","","Perkins","Eupelmus","parasthenes","","Perkins","1910","1910"
"Eupelmus","paraxestops","","Perkins","Eupelmus","paraxestops","","Perkins","1910","1910"
"Eupelmus","parombrias","","Perkins","Eupelmus","parombrias","","Perkins","1910","1910"
"Eupelmus","parvulus","","Risbec","Eupelmus","parvulus","","Risbec","1952","1952"
"Eupelmus","pauroxanthus","","Perkins","Eupelmus","pauroxanthus","","Perkins","1910","1910"
"Eupelmus","pax","","(Girault)","Anastatus","pax","","(Girault)","1913","1913"
"Eupelmus","pax","","(Girault)","Eupelmus","pax","","(Girault)","1913","1913"
"Eupelmus","pax","","(Girault)","Ooderelloides","pax","","Girault","1913","1913"
"Eupelmus","peculiaris","","Narendran","Eupelmus","peculiaris","","Narendran","2011","2011"
"Eupelmus","pedatorioides","","(Hedqvist)","Eupelmella","pedatorioides","","Hedqvist","1970","1970"
"Eupelmus","pedatorius","","(FerriŠre)","Eupelmella","pedatoria","","FerriŠre","1939","1939"
"Eupelmus","pedatorius","","(FerriŠre)","Eupelmella","pedatoria","psychephaga","Risbec","1939","1951"
"Eupelmus","pedatorius","","(FerriŠre)","Eupelmus","pedatoria","","(FerriŠre)","1939","1939"
"Eupelmus","pedatorius","","(FerriŠre)","Macroneura","pedatoria","","(FerriŠre)","1939","1939"
"Eupelmus","peles","","Perkins","Eupelmus","peles","","Perkins","1910","1910"
"Eupelmus","pelodes","","Perkins","Eupelmus","pelodes","","Perkins","1910","1910"
"Eupelmus","pelopus","","Perkins","Eupelmus","pelopus","","Perkins","1910","1910"
"Eupelmus","persimilis","","Ashmead","Eupelmus","persimilis","","Ashmead","1904","1904"
"Eupelmus","pervius","","Gibson","Eupelmus","pervius","","Gibson","2011","2011"
"Eupelmus","petiolaris","","Cameron","Eupelmus","petiolaris","","Cameron","1884","1884"
"Eupelmus","phragmitis","","Erd”s","Eupelmus","phragmitis","","Erd”s","1955","1955"
"Eupelmus","pini","","Taylor","Eupelmus","aloysii","","Russo","1927","1938"
"Eupelmus","pini","","Taylor","Eupelmus","carinifrons","","Yang","1927","1996"
"Eupelmus","pini","","Taylor","Eupelmus","pini","","Taylor","1927","1927"
"Eupelmus","pini","","Taylor","Eupelmus","sculpturatus","","Nikol'skaya","1927","1952"
"Eupelmus","pini","","Taylor","Eupelmus","suecicus","","Hedqvist","1927","1963"
"Eupelmus","pistaciae","!","Al khatib","Eupelmus","pistaciae","","Al khatib","",""
"Eupelmus","platyscapa","","(Risbec)","Eupelmella","platyscapa","","Risbec","1952","1952"
"Eupelmus","pleuratus","","(Kalina)","Macroneura","pleurata","","Kalina","1981","1981"
"Eupelmus","priotoni","!","Delvare","Eupelmus","priotoni","","Delvare","",""
"Eupelmus","pudicus","","Girault","Eupelmus","pudicus","","Girault","1915","1915"
"Eupelmus","pullus","","Ruschka","Eupelmus","pullus","","Ruschka","1921","1921"
"Eupelmus","puparum","","Newport","Eupelmus","puparum","","Newport","1840","1840"
"Eupelmus","purpuricollis","!","Fusu & Al khatib","Eupelmus","purpuricollis","","Fusu & Al khatib","",""
"Eupelmus","renani","","Girault","Eupelmus","renani","","Girault","1915","1915"
"Eupelmus","retrosus","","Narendran & Anil","Eupelmus","retrosus","","Narendran & Anil","1998","1998"
"Eupelmus","rexonus","","Narendran & Anil","Eupelmus","rexonus","","Narendran & Anil","1998","1998"
"Eupelmus","rhodias","","Perkins","Eupelmus","rhodias","","Perkins","1910","1910"
"Eupelmus","rhododorus","","Perkins","Eupelmus","rhododorus","","Perkins","1910","1910"
"Eupelmus","rhyncogoni","","Perkins","Eupelmus","rhyncogoni","","Perkins","1907","1907"
"Eupelmus","ridiaschinae","","(BrŠthes)","Rafa","ridiaschinae","","BrŠthes","1916","1916"
"Eupelmus","robustus","","(Timberlake)","Lepideupelmus","robustus","","Timberlake","1926","1926"
"Eupelmus","rubicola","","(Ashmead)","Eupelmus","rubicola","","(Ashmead)","1887","1887"
"Eupelmus","rubicola","","(Ashmead)","Xenomerus","rubicola","","Ashmead","1887","1887"
"Eupelmus","saharensis","","Kalina","Eupelmus","saharensis","","Kalina","1988","1988"
"Eupelmus","saissetiae","","Silvestri","Eupelmus","saissetiae","","Silvestri","1915","1915"
"Eupelmus","santaremensis","","Ashmead","Eupelmus","santaremensis","","Ashmead","1904","1904"
"Eupelmus","scarabaei","","Girault","Eupelmus","scarabaei","","Girault","1938","1938"
"Eupelmus","schmiedeknechti","","Ruschka","Eupelmus","schmiedeknechti","","Ruschka","1921","1921"
"Eupelmus","schmiedeknechti","","Ruschka","Macroneura","schmiedeknechti","","(Ruschka)","1921","1921"
"Eupelmus","scolyti","","Liao","Eupelmus","cyaniceps","scolyti","Liao","1987","1987"
"Eupelmus","scolyti","","Liao","Eupelmus","scolyti","","Liao","1987","1987"
"Eupelmus","seculatus","","(FerriŠre)","Eupelmella","seculata","","FerriŠre","1954","1954"
"Eupelmus","seculatus","","(FerriŠre)","Eupelmus","seculatus","","(FerriŠre)","1954","1954"
"Eupelmus","seculatus","","(FerriŠre)","Macroneura","seculata","","(FerriŠre)","1954","1954"
"Eupelmus","semiputatus","","(Girault)","Macroneura","semiputata","","(Girault)","1915","1915"
"Eupelmus","semiputatus","","(Girault)","Parooderella","semiputata","","Girault","1915","1915"
"Eupelmus","setiger","","(Crosby)","Charitopella","setigera","","Crosby","1909","1909"
"Eupelmus","setiger","","(Crosby)","Eupelmus","setiger","","(Crosby)","1909","1909"
"Eupelmus","setiger","","(Crosby)","Macroneura","setigera","","(Crosby)","1909","1909"
"Eupelmus","seyrigi","","(Risbec)","Eupelmella","seyrigi","","Risbec","1952","1952"
"Eupelmus","shakespearei","","Girault","Eupelmus","shakespearei","","Girault","1922","1922"
"Eupelmus","simizonus","!","Al khatib","Eupelmus","simizonus","","Al khatib","",""
"Eupelmus","soror","","Girault","Eupelmus","soror","","Girault","1915","1915"
"Eupelmus","soudanensis","","FerriŠre","Eupelmus","soudanensis","","FerriŠre","1925","1925"
"Eupelmus","spermophilus","","Silvestri","Eupelmus","spermophilus","","Silvestri","1915","1915"
"Eupelmus","splendens","","Giraud","Eupelmus","splendens","","Giraud","1872","1872"
"Eupelmus","splendidus","","(Girault)","Anastatus","borrowi","","Girault","1913","1917"
"Eupelmus","splendidus","","(Girault)","Anastatus","splendidus","","(Girault)","1913","1913"
"Eupelmus","splendidus","","(Girault)","Eupelmus","splendidus","","(Girault)","1913","1913"
"Eupelmus","splendidus","","(Girault)","Ooderelloides","splendidus","","Girault","1913","1913"
"Eupelmus","splendissimus","","Ashmead","Eupelmus","splendissimus","","Ashmead","1901","1901"
"Eupelmus","stenozon","","Askew","Eupelmus","stenozonus","","Askew","2000","2000"
"Eupelmus","stenozonus","","Askew","Eupelmus","stenozonus","","Askew","2000","2000"
"Eupelmus","stramineipes","","Nikol'skaya","Eupelmus","stramineipes","","Nikol'skaya","1952","1952"
"Eupelmus","stramineipes","","Nikol'skaya","Eupelmus","velenceensis","","Erd”s","1952","1955"
"Eupelmus","subsetiger","","Perkins","Eupelmus","subsetiger","","Perkins","1910","1910"
"Eupelmus","sugonyaevi","","(Kalina)","Macroneura","sugonyaevi","","Kalina","1981","1981"
"Eupelmus","swezeyi","","(Crawford)","Charitopodinus","swezeyi","","(Crawford)","1915","1915"
"Eupelmus","swezeyi","","(Crawford)","Eupelminus","swezeyi","","Crawford","1915","1915"
"Eupelmus","swezeyi","","(Crawford)","Eupelmus","swezeyi","","(Crawford)","1915","1915"
"Eupelmus","synophri","","De Stefani","Eupelmus","synophri","","De Stefani","1898","1898"
"Eupelmus","tachardiae","","(Howard)","Anastatus","tachardiae","","Howard","1896","1896"
"Eupelmus","tachardiae","","(Howard)","Brasema","annulicaudis","","Cameron","1896","1913"
"Eupelmus","tachardiae","","(Howard)","Eupelmus","tachardiae","","(Howard)","1896","1896"
"Eupelmus","tanyaris","","(Gibson)","Macroneura","tanyaris","","Gibson","1990","1990"
"Eupelmus","tennysoni","","Girault","Anastatus","tennysoni","","(Girault)","1921","1921"
"Eupelmus","tennysoni","","Girault","Eupelmus","tennysoni","","Girault","1921","1921"
"Eupelmus","tenuicornis","","Kieffer","Eupelmus","tenuicornis","","Kieffer","1905","1905"
"Eupelmus","terminaliae","","Hafiz","Eupelmus","terminaliae","","Hafiz","1938","1938"
"Eupelmus","terryi","","(Bridwell)","Charitopodinus","terryi","","Bridwell","1918","1918"
"Eupelmus","testaceiventris","","(Motschulsky)","Callimome","ceylonica","","Motschulsky","1863","1863"
"Eupelmus","testaceiventris","","(Motschulsky)","Episolindelia","varicolor","","Girault","1863","1914"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","auriventris","","Girault","1863","1915"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","baileyi","","Girault","1863","1915"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","dodo","","Girault","1863","1921"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","flaviger","","Masi","1863","1934"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","folsomi","","Girault","1863","1915"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","inkaka","","Girault","1863","1921"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","renominatus","","Boucek","1863","1970"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","scudderi","","Girault","1863","1915"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","testaceiventris","","(Motschulsky)","1863","1863"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","testaceiventris","","Cameron","1863","1912"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","valentinus","","Bolivar y Pieltain","1863","1934"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","varicolor","","(Girault)","1863","1914"
"Eupelmus","testaceiventris","","(Motschulsky)","Eupelmus","vulgarellus","","Girault","1863","1915"
"Eupelmus","testaceiventris","","(Motschulsky)","Idoleupelmus","vulgaris","","Girault","1863","1913"
"Eupelmus","testaceiventris","","(Motschulsky)","Roptrocerus","testaceiventris","","Motschulsky","1863","1863"
"Eupelmus","testaceiventris","","(Motschulsky)","Torymus","ceylonicus","","(Motschulsky)","1863","1863"
"Eupelmus","testaceus","","(Risbec)","Eupelmella","testaceus","","Risbec","1952","1952"
"Eupelmus","thestalus","","(Walker)","Cirrospilus","thestalus","","Walker","1839","1839"
"Eupelmus","thestalus","","(Walker)","Eupelmus","thestalus","","(Walker)","1839","1839"
"Eupelmus","tibicinis","","Boucek","Eupelmus","tibicinis","","Boucek","1963","1963"
"Eupelmus","toowongi","","Girault","Eupelmus","toowongi","","Girault","1923","1923"
"Eupelmus","tremulae","!","Delvare","Eupelmus","tremulae","","Delvare","",""
"Eupelmus","tryapitzini","","Kalina","Eupelmus","tryapitzini","","Kalina","1988","1988"
"Eupelmus","tucumanus","!","Blanchard","Eupelmus","tucumanus","","Blanchard","",""
"Eupelmus","unipunctipennis","","Girault","Eupelmus","unipunctipennis","","Girault","1927","1927"
"Eupelmus","urozonus","","Dalman","Eupelmus","urozonus","","Dalman","1820","1820"
"Eupelmus","urozonus","","Dalman","Eupelmus","zonurus","","Dalman","1820","1820"
"Eupelmus","urozonus","","Dalman","Pteromalus","audouinii","","Ratzeburg","1820","1844"
"Eupelmus","urozonus","","Dalman","Pteromalus","dufourii","","Ratzeburg","1820","1848"
"Eupelmus","urozonus","","Dalman","Pteromalus","orthia","","Walker","1820","1839"
"Eupelmus","utahensis","","Girault","Eupelmus","cyaniceps","utahensis","Girault","1916","1916"
"Eupelmus","utahensis","","Girault","Eupelmus","utahensis","","Girault","1916","1916"
"Eupelmus","valsus","","Narendran","Eupelmus","valsus","","Narendran","2001","2001"
"Eupelmus","varicauda","","Gibson","Eupelmus","varicauda","","Gibson","2011","2011"
"Eupelmus","vermai","","(Bhatnagar)","Eupelmus","vermai","","(Bhatnagar)","1952","1952"
"Eupelmus","vermai","","(Bhatnagar)","Solindenia","vermai","","Bhatnagar","1952","1952"
"Eupelmus","vesicularis","","(Retzius)","Cerocephala","canadensis","","(Povancher)","1783","1883"
"Eupelmus","vesicularis","","(Retzius)","Diplolepis","vesicularis","","(Retzius)","1783","1783"
"Eupelmus","vesicularis","","(Retzius)","Eupelmella","canadensis","","(Provancher)","1783","1883"
"Eupelmus","vesicularis","","(Retzius)","Eupelmella","vesicularis","","(Retzius)","1783","1783"
"Eupelmus","vesicularis","","(Retzius)","Eupelminus","coleopterophagus","","Girault","1783","1916"
"Eupelmus","vesicularis","","(Retzius)","Eupelminus","saltator","","(Lindeman)","1783","1887"
"Eupelmus","vesicularis","","(Retzius)","Eupelmus","albitarsis","","Costa","1783","1888"
"Eupelmus","vesicularis","","(Retzius)","Eupelmus","coleopterophagus","","(Girault)","1783","1916"
"Eupelmus","vesicularis","","(Retzius)","Eupelmus","degeeri","","Dalman","1783","1820"
"Eupelmus","vesicularis","","(Retzius)","Eupelmus","geeri","","Nees","1783","1834"
"Eupelmus","vesicularis","","(Retzius)","Eupelmus","messene","","Walker","1783","1839"
"Eupelmus","vesicularis","","(Retzius)","Eupelmus","vesicularis","","(Retzius)","1783","1783"
"Eupelmus","vesicularis","","(Retzius)","Euryscapus","saltator","","Lindeman","1783","1887"
"Eupelmus","vesicularis","","(Retzius)","Ichneumon","vesicularis","","Retzius","1783","1783"
"Eupelmus","vesicularis","","(Retzius)","Macroneura","canadensis","","(Provancher)","1783","1883"
"Eupelmus","vesicularis","","(Retzius)","Macroneura","maculipes","","Walker","1783","1837"
"Eupelmus","vesicularis","","(Retzius)","Macroneura","vesicularis","","(Retzius)","1783","1783"
"Eupelmus","vesicularis","","(Retzius)","Mira","saltator","","(Lindeman)","1783","1887"
"Eupelmus","vesicularis","","(Retzius)","Theocolax","canadensis","","Provancher","1783","1883"
"Eupelmus","vicentinus","","De Santis","Eupelmus","pallidipes","","Ashmead","1979","1900"
"Eupelmus","vicentinus","","De Santis","Eupelmus","vicentinus","","De Santis","1979","1979"
"Eupelmus","vindex","","Erd”s","Eupelmus","vindex","","Erd”s","1955","1955"
"Eupelmus","virgilii","","Girault","Eupelmus","virgilii","","Girault","1922","1922"
"Eupelmus","volator","","Brues","Eupelmus","volator","","Brues","1907","1907"
"Eupelmus","vuilleti","","(Crawford)","Bruchocida","vuilleti","","Crawford","1913","1913"
"Eupelmus","vuilleti","","(Crawford)","Eupelmus","vuilleti","","(Crawford)","1913","1913"
"Eupelmus","vulgaris","","Ashmead","Eupelmus","vulgaris","","Ashmead","1901","1901"
"Eupelmus","xambeui","","Giard","Eupelmus","xambeui","","Giard","1900","1900"
"Eupelmus","xanthodorus","","Perkins","Eupelmus","xanthodorus","","Perkins","1910","1910"
"Eupelmus","xanthopus","","Ashmead","Eupelmus","xanthopus","","Ashmead","1901","1901"
"Eupelmus","xanthotarsus","","Perkins","Eupelmus","xanthotarsus","","Perkins","1910","1910"
"Eupelmus","xestias","","Perkins","Eupelmus","xestias","","Perkins","1910","1910"
"Eupelmus","xestops","","Perkins","Eupelmus","xestops","","Perkins","1910","1910"
"Eupelmus","xiphidii","!","","Eupelmus","xiphidii","","","",""
"Eupelmus","zandanus","","Narendran & Anil","Eupelmus","zandanus","","Narendran & Anil","1998","1998"
"Eupelmus","zumbensis","","Crosby","Eupelmus","zumbensis","","Crosby","1909","1909"
"Eusandalum","acmaeoderae","","(Rohwer)","Eusandalum","acmaeoderae","","Rohwer","1917","1917"
"Eusandalum","acmaeoderae","","(Rohwer)","Eusandalum","acmaeorerae","","Rohwer","1917","1917"
"Eusandalum","affine","","(Hedqvist)","Eusandalum","affine","","(Hedqvist)","1970","1970"
"Eusandalum","affine","","(Hedqvist)","Polymoria","affinis","","Hedqvist","1970","1970"
"Eusandalum","afganum","","Boucek","Eusandalum","afganum","","Boucek","1967","1967"
"Eusandalum","africanum","","™zdikmen","Eusandalum","africanum","","™zdikmen","2011","2011"
"Eusandalum","africanum","","™zdikmen","Eusandalum","cyaneum","","(Hedqvist)","2011","1970"
"Eusandalum","africanum","","™zdikmen","Polymoria","cyanea","","Hedqvist","2011","1970"
"Eusandalum","alfierii","","(Bolivar y Pieltain)","Eusandalum","alfierii","","(Bolivar y Pieltain)","1925","1925"
"Eusandalum","alfierii","","(Bolivar y Pieltain)","Polymoria","alfierii","","Bolivar y Pieltain","1925","1925"
"Eusandalum","alpinum","","Girault","Eusandalum","alpinum","","Girault","1917","1917"
"Eusandalum","amphicerovorum","","(Ashmead)","Eusandalum","amphicerovora","","(Ashmead)","1888","1888"
"Eusandalum","amphicerovorum","","(Ashmead)","Eusandalum","amphicerovorum","","(Ashmead)","1888","1888"
"Eusandalum","amphicerovorum","","(Ashmead)","Ratzburgia","amphicerovora","","Ashmead","1888","1888"
"Eusandalum","arboris","","Girault","Eusandalum","arboris","","Girault","1922","1922"
"Eusandalum","arizona","","Girault","Eusandalum","arizona","","Girault","1917","1917"
"Eusandalum","arizona","","Girault","Eusandalum","arizonae","","Peck","1917","1951"
"Eusandalum","bambeyi","","Risbec","Eusandalum","bambeyi","","Risbec","1951","1951"
"Eusandalum","bambeyi","","Risbec","Polymoria","bambeyi","","(Risbec)","1951","1951"
"Eusandalum","barteli","","(Gourlay)","Eusandalum","barteli","","(Gourlay)","1928","1928"
"Eusandalum","barteli","","(Gourlay)","Polymoria","barteli","","Gourlay","1928","1928"
"Eusandalum","bicristatum","","Risbec","Eusandalum","bicristatum","","Risbec","1951","1951"
"Eusandalum","brevistylus","","Girault","Eusandalum","brevistylus","","Girault","1922","1922"
"Eusandalum","brevistylus","","Girault","Eusandalum","brevistylus","aereifemora","Girault","1922","1922"
"Eusandalum","bucklei","","Girault","Eusandalum","bucklei","","Girault","1925","1925"
"Eusandalum","calabrum","","(Masi)","Eusandalum","calabrum","","(Masi)","1941","1941"
"Eusandalum","calabrum","","(Masi)","Polymoria","calabra","","Masi","1941","1941"
"Eusandalum","californicum","","Girault","Eusandalum","californicum","","Girault","1917","1917"
"Eusandalum","chrysideum","","(Ashmead)","Calosota","chrysideus","","(Ashmead)","1900","1900"
"Eusandalum","chrysideum","","(Ashmead)","Calosoter","chrysideus","","Ashmead","1900","1900"
"Eusandalum","chrysideum","","(Ashmead)","Eusandalum","chrysideum","","(Ashmead)","1900","1900"
"Eusandalum","compressiscapus","","(Girault)","Eusandalum","compressiscapus","","(Girault)","1915","1915"
"Eusandalum","compressiscapus","","(Girault)","Exosandalum","compressiscapus","","(Girault)","1915","1915"
"Eusandalum","compressiscapus","","(Girault)","Meseusandalum","compressiscapus","","Girault","1915","1915"
"Eusandalum","compressistylus","","Girault","Eusandalum","compressistylus","","Girault","1922","1922"
"Eusandalum","coquillettii","","(Ashmead)","Eusandalum","coquillettii","","(Ashmead)","1896","1896"
"Eusandalum","coquillettii","","(Ashmead)","Ratzeburgia","coquillettii","","Ashmead","1896","1896"
"Eusandalum","coronatum","","(Thomson)","Eusandalum","coronatum","","(Thomson)","1876","1876"
"Eusandalum","coronatum","","(Thomson)","Eusandelum","coronatum","","(Thomson)","1876","1876"
"Eusandalum","coronatum","","(Thomson)","Polymoria","coronata","","Thomson","1876","1876"
"Eusandalum","coronatum","","(Thomson)","Polymoria","gomezi","","Bolivar y Pieltain","1876","1926"
"Eusandalum","coronatum","","(Thomson)","Polymoria","segurensis","","Bolivar y Pieltain","1876","1926"
"Eusandalum","crassifoliae","","Yang","Eusandalum","crassifoliae","","Yang","1996","1996"
"Eusandalum","cyaneiventre","","(Girault)","Eusandalum","cyaneiventre","","(Girault)","1915","1915"
"Eusandalum","cyaneiventre","","(Girault)","Meseusandalum","cyaneiventris","","Girault","1915","1915"
"Eusandalum","cyaneum","","(Ashmead)","Eusandalum","cyaneum","","(Ashmead)","1896","1896"
"Eusandalum","cyaneum","","(Ashmead)","Ratzeburgia","cyanea","","Ashmead","1896","1896"
"Eusandalum","desmanthusae","","Risbec","Eusandalum","desmanthusae","","Risbec","1952","1952"
"Eusandalum","dezorti","","Boucek","Eusandalum","dezorti","","Boucek","1967","1967"
"Eusandalum","dubium","!","Girault","Eusandalum","dubium","","Girault","",""
"Eusandalum","elongatum","","(Ruschka)","Eusandalum","elongatum","","(Ruschka)","1921","1921"
"Eusandalum","elongatum","","(Ruschka)","Eusandelum","elongatum","","(Ruschka)","1921","1921"
"Eusandalum","elongatum","","(Ruschka)","Polymoria","elongata","","Ruschka","1921","1921"
"Eusandalum","excavatum","","(Hedqvist)","Eusandalum","excavatum","","(Hedqvist)","1970","1970"
"Eusandalum","excavatum","","(Hedqvist)","Polymoria","excavata","","Hedqvist","1970","1970"
"Eusandalum","filicorne","","(De Santis)","Eusandalum","filicornis","","(De Santis)","1968","1968"
"Eusandalum","filicorne","","(De Santis)","Notosandalum","filicornis","","De Santis","1968","1968"
"Eusandalum","flavipenne","","Ruschka","Eusandalum","flavipenne","","Ruschka","1921","1921"
"Eusandalum","flavipenne","","Ruschka","Eusandelum","flavipenne","","Ruschka","1921","1921"
"Eusandalum","flavipenne","","Ruschka","Polymoria","cavifrons","","Nikol'skaya","1921","1952"
"Eusandalum","flavipenne","","Ruschka","Polymoria","dalmatica","","Ruschka","1921","1921"
"Eusandalum","flavipenne","","Ruschka","Polymoria","flavipennis","","(Ruschka)","1921","1921"
"Eusandalum","gardneri","","(Mani & Kaul)","Eusandalum","gardneri","","(Mani & Kaul)","1973","1973"
"Eusandalum","gardneri","","(Mani & Kaul)","Macromesus","gardneri","","Mani & Kaul","1973","1973"
"Eusandalum","georgia","","Girault","Eusandalum","georgia","","Girault","1917","1917"
"Eusandalum","georgia","","Girault","Eusandalum","georgiae","","Peck","1917","1951"
"Eusandalum","hedqvisti","","Boucek","Eusandalum","hedqvisti","","Boucek","1976","1976"
"Eusandalum","hedqvisti","","Boucek","Polymoria","elongata","","Hedqvist","1976","1970"
"Eusandalum","hubbardii","","(Ashmead)","Eusandalum","hubbardii","","(Ashmead)","1896","1896"
"Eusandalum","hubbardii","","(Ashmead)","Ratzeburgia","hubbardii","","Ashmead","1896","1896"
"Eusandalum","hyalinipennis","","(Ashmead)","Eusandalum","hyalinipenne","","(Ashmead)","1896","1896"
"Eusandalum","hyalinipennis","","(Ashmead)","Eusandalum","hyalinipennis","","(Ashmead)","1896","1896"
"Eusandalum","hyalinipennis","","(Ashmead)","Ratzeburgia","hyalinipennis","","Ashmead","1896","1896"
"Eusandalum","ibericum","","(Bolivar y Pieltain)","Eusandalum","ibericum","","(Bolivar y Pieltain)","1923","1923"
"Eusandalum","ibericum","","(Bolivar y Pieltain)","Polymoria","iberica","","Bolivar y Pieltain","1923","1923"
"Eusandalum","impressifrons","","Girault","Eusandalum","impressifrons","","Girault","1922","1922"
"Eusandalum","inerme","","(Ratzeburg)","Eupelmus","inermis","","Ratzeburg","1848","1848"
"Eusandalum","inerme","","(Ratzeburg)","Eusandalum","abbreviatum","","Ratzeburg","1848","1852"
"Eusandalum","inerme","","(Ratzeburg)","Eusandalum","inerme","","(Ratzeburg)","1848","1848"
"Eusandalum","inerme","","(Ratzeburg)","Eusandalum","tridens","","Ratzeburg","1848","1852"
"Eusandalum","inerme","","(Ratzeburg)","Eusandelum","inerme","","(Ratzeburg)","1848","1848"
"Eusandalum","inerme","","(Ratzeburg)","Polymoria","menozzii","","Masi","1848","1940"
"Eusandalum","koebelei","","(Ashmead)","Chirolophus","koebelei","","Ashmead","1896","1896"
"Eusandalum","koebelei","","(Ashmead)","Eusandalum","koebelei","","(Ashmead)","1896","1896"
"Eusandalum","latifrons","","(Hedqvist)","Eusandalum","latifrons","","(Hedqvist)","1970","1970"
"Eusandalum","latifrons","","(Hedqvist)","Polymoria","latifrons","","Hedqvist","1970","1970"
"Eusandalum","lepus","","Girault","Eusandalum","lepus","","Girault","1918","1918"
"Eusandalum","lindemani","","Kalina","Eusandalum","lindemani","","Kalina","1984","1984"
"Eusandalum","longiannulum","","Girault","Eusandalum","longiannulum","","Girault","1929","1929"
"Eusandalum","longiannulum","","Girault","Exosandalum","longiannulum","","(Girault)","1929","1929"
"Eusandalum","longistylus","","Girault","Eusandalum","longistylus","","Girault","1922","1922"
"Eusandalum","longivena","","Boucek","Eusandalum","longivena","","Boucek","1967","1967"
"Eusandalum","merceti","","(Bolivar y Pieltain)","Eusandalum","merceti","","(Bolivar y Pieltain)","1926","1926"
"Eusandalum","merceti","","(Bolivar y Pieltain)","Polymoria","fucus","","Nikol'skaya","1926","1952"
"Eusandalum","merceti","","(Bolivar y Pieltain)","Polymoria","merceti","","Bolivar y Pieltain","1926","1926"
"Eusandalum","namibiaense","","™zdikmen","Eusandalum","namibiaensis","","™zdikmen","2011","2011"
"Eusandalum","namibiaense","","™zdikmen","Eusandalum","stylatum","","(Hedqvist)","2011","1970"
"Eusandalum","namibiaense","","™zdikmen","Polymoria","stylata","","Hedqvist","2011","1970"
"Eusandalum","obscurum","","Girault","Eusandalum","obscurum","","Girault","1917","1917"
"Eusandalum","pici","","Schrottky","Eusandalum","pici","","Schrottky","1906","1906"
"Eusandalum","puella","","(Nikol'skaya)","Eusandalum","puella","","(Nikol'skaya)","1952","1952"
"Eusandalum","puella","","(Nikol'skaya)","Polymoria","puella","","Nikol'skaya","1952","1952"
"Eusandalum","sanguinipes","","Girault","Eusandalum","sanguinipes","","Girault","1925","1925"
"Eusandalum","seyrigi","","(Bolivar y Pieltain)","Eusandalum","seyrigi","","(Bolivar y Pieltain)","1926","1926"
"Eusandalum","seyrigi","","(Bolivar y Pieltain)","Polymoria","seyrigi","","Bolivar y Pieltain","1926","1926"
"Eusandalum","striatum","","Risbec","Eusandalum","striatum","","Risbec","1952","1952"
"Eusandalum","stylatum","","(Girault)","Eusandalum","stylatum","","(Girault)","1915","1915"
"Eusandalum","stylatum","","(Girault)","Meseusandalum","stylatus","","Girault","1915","1915"
"Eusandalum","tessellatum","","(Masi)","Eusandalum","tessellatum","","(Masi)","1941","1941"
"Eusandalum","tessellatum","","(Masi)","Polymorioides","tessellatus","","Masi","1941","1941"
"Eusandalum","usingeri","","Yoshimoto & Ishii","Eusandalum","usingeri","","Yoshimoto & Ishii","1965","1965"
"Eusandalum","walkeri","","(Curtis)","Eusandalum","walkeri","","(Curtis)","1836","1836"
"Eusandalum","walkeri","","(Curtis)","Eusandelum","walkeri","","(Curtis)","1836","1836"
"Eusandalum","walkeri","","(Curtis)","Stenocera","walkeri","","Curtis","1836","1836"
"Eusandalum","walkeri","","(Curtis)","Stenoceroides","walkeri","","(Curtis)","1836","1836"
"Eutreptopelma","leucocheilum","","Gibson","Eutreptopelma","leucocheilum","","Gibson","1995","1995"
"Lambdobregma","schwarzii","","(Ashmead)","Charitopus","schwarzii","","Ashmead","1896","1896"
"Lambdobregma","schwarzii","","(Ashmead)","Lambdobregma","schwarzii","","(Ashmead)","1896","1896"
"Lambdobregma","schwarzii","","(Ashmead)","Zaischnopsis","schwarzii","","(Ashmead)","1896","1896"
"Lecaniobius","capitatus","","Gahan","Lecaniobius","capitatus","","Gahan","1924","1924"
"Lecaniobius","cockerellii","","Ashmead","Lecaniobius","cockerellii","","Ashmead","1896","1896"
"Lecaniobius","cockerellii","","Ashmead","Zalophothrix","mirum","","Crawford","1896","1908"
"Lecaniobius","grandis","","De Santis","Cordyloodera","incognita","","Blanchard","1950","1956"
